smiles,drug,END,EAR,REP,HEP,BLO,REN,EYE,IMM,INF,GAS,NER,SKI,MET,MUS,RES,VAS,CAR,PSY
N[C@@H](Cc1c[nH]c2ccc(F)cc12)C(=O)O,5-fluorotryptophan,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,
O=C(NO)c1ccccc1,benzhydroxamic acid,0.0,,,,0.0,,,,,,,,,0.0,,,,
O=C(O)CNC(=O)c1ccccc1[123I],iodohippurate sodium i-123,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0
O=P(O)(O)Oc1cccc2c1NCCC2,ru79073,0.0,,,0.0,,,,,,,,,0.0,,,,,0.0
O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,bifeprunox,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,
Cc1cc(C)c2c3ccccc3n(Cc3cccc([C@@H](C(=O)N[C@@H](CO)c4ccccc4)C4CCCC4)c3)c2n1,implitapide,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0
Nc1ccccc1,aniline,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,
Cc1cccc(C)c1NC(=O)C1CCCCN1C,SIDER780,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,SIDER918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)C(=N)NC(=N)N,metformin hydrochloride,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,SIDER643,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,tak-593,,,,,,,,0.0,,,,,,,,0.0,,
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,ceftriaxone,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,cefpodoxime,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,(r)-praziquantel,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,cilazapril monohydrate,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,enalaprilat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,dalpiciclib,,,,,,,,,,0.0,,0.0,,,,0.0,,
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,SIDER832,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,sulindac,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nc1ccn(C2CCC(CO)O2)c(=O)n1,SIDER1181,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,SIDER1063,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,cilazaprilat,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,SIDER1344,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,SIDER1126,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,tegaserod maleate,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,fosinopril,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,SIDER1015,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,linezolid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,palonosetron hydrochloride,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(C(=O)OCc2ccc(C(CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,netarsudil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,SIDER372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,eszopiclone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,ivermectin,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,isoconazole,,0.0,1.0,,,0.0,,,1.0,,1.0,1.0,,,,,,
C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O,cytochalasin b,,,0.0,,0.0,0.0,,,,0.0,,,,,,,0.0,
ClCCCl,ethylene dichloride,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,rivaroxaban,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,SIDER579,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,SIDER1145,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,rifabutin,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,vecabrutinib,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
O=P1(N(CCCl)CCCl)NCCCO1,SIDER465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,SIDER603,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,caspofungin,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,fosdenopterin,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,0.0
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,spironolactone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,pentobarbital sodium,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,ceftezole,,,,,,0.0,,,,,,,,,,0.0,,
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,SIDER171,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,flufenamic acid,1.0,,,,,,,,,1.0,,,1.0,0.0,,0.0,,
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1,gisadenafil,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,SIDER19,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,SIDER433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,SIDER644,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,sinomenine,,,,0.0,0.0,0.0,,,,,,,,,,,,
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,levocetirizine dihydrochloride,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,mavoglurant,,,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,0.0
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,SIDER1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,SIDER41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,clozapine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,5-[4-(dimethylamino)phenyl]-6-[(6-morpholin-4-ylpyridin-3-yl)ethynyl]pyrimidin-4-amine,,,,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,
Cc1ccc(O)cc1Nc1ccnc2cc(-c3csc(C=O)n3)ccc12,4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1;3-thiazole-2-carbaldehyde,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,0.0
O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,furazidin,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,SIDER548,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,fludarabine phosphate,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,dolasetron,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,quinidine sulfate,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,fludiazepam,,,,,,,,,,,,,,,0.0,0.0,,
CNC(=O)CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,ioglicic acid,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,dihydrotachysterol,,,0.0,,,,0.0,0.0,,,,,,,,,,
Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,troxacitabine,,,,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,,0.0,,,
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,SIDER636,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(O)C(Cl)(Cl)Cl,chlorobutanol,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,
CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1,penthienate bromide,,,0.0,0.0,,1.0,1.0,,0.0,1.0,0.0,,,0.0,,0.0,,
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C,betaprodine,,,,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0
C[N+](C)(C)CCOC(Cc1ccccc1)c1ccccc1,bibenzonium,,,,,,,,,,,0.0,,,0.0,,0.0,,
O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,mirfentanil,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,0.0
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,flupentixol,,,,1.0,,,,,,,1.0,,,,,,,
c1ccc(C(OC2CCN(CCCc3nnn[nH]3)CC2)c2ccccc2)cc1,4-(benzhydryloxy)-1-[3-(1h-tetraazol-5-yl)propyl]piperidine,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0
O=C(C[S+](O)C(c1ccccc1)c1ccccc1)NO,adrafinil,0.0,,,,0.0,0.0,0.0,,,0.0,,,,,,,,
CN(C)CCc1c[nH]c2ccc(O)cc12,bufotenine,,,,,,,,,,,,,0.0,,,,0.0,0.0
CC1=CCC(O)(C(C)C)CC1,terpinen-4-ol,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,α-methylfentanyl,,,0.0,,0.0,,,,,,,,0.0,,,,,0.0
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,oxomemazine,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,SIDER920,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,clidinium bromide,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,allylestrenol,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,
CC(C)(C)c1ccc(C(=O)N/N=C/c2cc(Br)c(O)c(Br)c2O)cc1,4-tert-butyl-n'-[(1e)-(3;5-dibromo-2;4-dihydroxyphenyl)methylidene]benzohydrazide,,,0.0,,,,,,0.0,,,,,,,0.0,,
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,budipine,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,0.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,SIDER1427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,fenethylline,0.0,,,,,,,,,,,,,,,,,0.0
c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,dianicline,,,0.0,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,0.0
CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,bencyclane,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,n-cyclopropyl-6-[(6;7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide,,0.0,0.0,,,,,0.0,,,,,,,,,,
CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1,emetonium iodide,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,
O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1,bavisant,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
CC(C)SCC[C@@H](N)[C@H](O)C(=O)NNC(=O)c1cccc(Cl)c1,n'-((2s;3r)-3-amino-2-hydroxy-5-(isopropylsulfanyl)pentanoyl)-n-3-chlorobenzoyl hydrazide,,0.0,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,
O[C@H](CS)[C@H](O)CS,d-1;4-dithiothreitol,,,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,
O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,pimodivir,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0
CC(C)NNC(=O)COc1ccc(Cl)cc1,iproclozide,,,,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,,0.0
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC,alphameprodine,,0.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0
CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,indecainide,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,SIDER121,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCc1cc2ccccc2c(OCCN(C)C)n1,dimethisoquin hydrochloride,,,,,,,,,,1.0,,1.0,,,,0.0,,
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,SIDER1247,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc2c(cc1Cl)C(c1cccc(Br)c1)=NCC2,1-(3-bromophenyl)-7-chloro-6-methoxy-3;4-dihydroisoquinoline,,,,,,,,,,,,0.0,,,,,,0.0
CCOC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,dioxaphetyl butyrate,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,,
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,pipethanate,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,
CCCC(=O)O,butyric acid,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,SIDER301,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,betamethasone,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,triamcinolone,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,hydrocortisone aceponate,,,,0.0,,0.0,,,0.0,0.0,,1.0,,,,,0.0,
C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,cloprednol,,,0.0,,,,,,,,,,,,,,0.0,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,vamorolone,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,methylprednisolone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,fludrocortisone acetate,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,benperidol,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,deslorelin,,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,,
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,levothyroxine sodium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
